ID;Nom startup;description fr;description en;web;creation;Dirigeants;Nbr employes;employeesref;Code postal;Région;Logo;A levé des fonds;Souhaite levé des fonds;Récompensé;enregistré le;Id video youtube;internationale;Pays;facebook;twitter;linkedin;type;filter_types_1;filter_types_2;filter_types_3;filter_clients_1;filter_clients_2;filter_clients_3;filter_clients_4;filter_clients_5;filter_clients_6;filter_services_1;filter_services_2;filter_services_3;filter_services_4;filter_services_5;filter_services_6;filter_services_7;filter_services_8;filter_services_9;filter_secteurs_1;filter_secteurs_2;filter_secteurs_3;filter_tech_1;filter_tech_2;filter_tech_3;filter_tech_4;filter_tech_5;filter_tech_6;filter_tech_7;filter_tech_8;filter_tech_9;filter_tech_10;filter_tech_11;filter_tech_12;filter_tech_13;users_1;users_2;users_3;users_4;users_5;users_6;users_7;users_8
238;PROF EXPRESS;"Prof Express est un service, unique en France, de téléassistance aux devoirs: Lâ€™élÃ¨ve, qui rencontre une difficulté dans ses devoirs, pose sa question sur profexpress.com et reÃ§oit en direct les conseils dâ€™un enseignant certifié de lâ€™Education Nationale. 

Aujourdâ€™hui ceux sont plus de 500 entreprises, associations ou mairies qui financent pour leurs bénéficiaires un accès à   Prof Express, permettant Ã  plus de 600 000 familles de bénéficier dâ€™une aide aux devoirs nouvelle génération.";"Prof Express is an innovative service, leader in France, providing online homework help to more than 600 000 families. A student, who struggles with his school homework, can receive in a few seconds help from a certified tutor. 

This educational service is offered to the families like a social advantage. Today, it´s more than 500 companies, associations or local authorities financing this new generation homework help for their beneficiaries.";http://www.profexpress.com;2007;Cédric Derycke, Rudy Maurice;1-5;3;44240;PDLL;uploads/logo/prof express_logo.jpg;1;0;0;2018-02-16 15:25:16;;;;;;https://es.linkedin.com/in/cedricderycke;Start-up/PME;;Start-up/PME;;;Entreprises;;;Services publics ou associations;;;;;;;Activités extra-scolaires et développement personnel;;;;Scolaire & parascolaire;;;Contenus innovants;;;;;Social media / outils de collaboration;;;;;;;;;Élèves du CP à la terminale;;;;Particuliers;;
239;Proxiprof;Proxiprof est une plateforme collaborative entre particuliers dans le cours particulier. Elle est à disposition de toutes les personnes qui souhaitent trouver un cours particulier et d'autre part elle propose à ceux qui le souhaitent de monétiser leur connaissance et leur savoir. Ajouté à cela Proxiprof est la seule plateforme à proposer un service de déclaration entièrement automatisé et simplifié, cela car Proxiprof est une entreprise agrée services à la personne.;Proxiprof permits on the one hand everyone who want to learn something to find a private teacher easily next to you. And on the other hand it's for people who want to monetise their skills.;proxiprof.fr;2014;Robin Guerrier, Jules Bertrand, Jean-Joseph Randria;1-5;1;13090;PACA;uploads/logo/proxiprof_logo.jpg;1;0;1;2018-02-16 15:25:17;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;Formation académique;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;Services pour publics à besoins éducatifs particuliers ;;;;;Formation tout au long de la vie;Contenus innovants;;;;;;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;Élèves de maternelle;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;Particuliers;;
240;QuizzBox Solutions;Présentation interactive, un enseignant pose des questions, les élèves répondent à l'aide de télécommandes, instantanément l'enseignant voit les résultats;Interactive presentation, the teacher asks questions, students respond thanks to the remote control, instantly the teacher get results;http://quizzbox.com;2014;Jean-Marc Nermond;1-5;3;63000;ARA;uploads/logo/quizzbox solutions_logo.jpg;1;0;0;2018-02-16 15:25:17;;;;;;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;;Formation à des compétences numériques;;;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;;;;Learning Management System / CMS;;;Technologies de back / middle office, connections;;Supports / équipements;;;;;Élèves du CP à la terminale;Étudiants;;Établissement et professionnels de l'enseignement;;;
241;Qwant;Moteur de recherche européen respectueux de la vie privée;The European search engine that does not track you;https://qwant.com;2011;Eric Léandri, Alberto Chalon, Jb Piacentino;1-5;5;75007;IDF;uploads/logo/qwant_logo.jpg;1;0;1;2018-02-16 15:25:17;;;;;;;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;Formation à des compétences numériques;;;Services aux familles et étudiants;Activités extra-scolaires et développement personnel;Services pour publics à besoins éducatifs particuliers ;;;Scolaire & parascolaire;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;;;;Social media / outils de collaboration;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;;Élèves du CP à la terminale;;;;Particuliers;;
242;Rise Up;Plateforme LMS et gestion des formations en salle pour entreprises et organismes de formation. Trois solutions disponibles sur n'importe quel appareil (ordinateur, tablette, téléphone) en mode déconnecté.;Create a simple and customised learning space for employees and clients. Manage online and classroom trainings or blended learning;https://riseup.ai/;2014;Arnaud Blachon, Guillaume Blachon;21-40;3;75008;IDF;uploads/logo/1538745207.png;1;0;1;2018-02-16 15:25:18;A5TAmrCAvXk;1;Belgique , France , Luxembourg , Suisse;https://www.facebook.com/RiseUpAIFrance/;http://twitter.com/RiseUpAI;https://www.linkedin.com/company/rise-up-ai-france;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;;;;;;;;;;Enseignement Supérieur;Formation tout au long de la vie;;;;;Learning Management System / CMS;;;;Blended learning;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;;;Individus en emploi;
244;SBT Human Matters;Création de solutions digitales de formation innovantes et sur-mesure, SYMETRIX s’adresse aux organisations de toutes tailles et de tous secteurs pour optimiser la performance des dispositifs d'apprentissage. SYMETRIX propose : conseil et accompagnement pour activer les stratégies de formation, création de ressources pédagogiques multimédia sur-mesure (distanciel et présentiel), le développement de plateformes collaborateurs pour déployer un environnement personnalisé d'apprentissage.;Symetrix - Innovative Learning Process;https://www.sbt-human.com;2013;Virginie Rosset;1-5;4;38000;ARA;uploads/logo/SBTHumansMatter_logo.jpg;0;0;0;2018-02-16 15:25:18;;;;;;https://www.linkedin.com/company/symetrix_2;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;;Serious game / learning apps;Solutions de distribution;;;;;;Blended learning;;;;;;;Étudiants;;;;Individus en emploi;
245;ScholaVie;"ScholaVie est une aventure, un pari, celui de croire que la question du bonheur à l’école n’est pas tabou. L’éducation est un droit de l’enfant; et si on allait plus loin en revendiquant le droit à une éducation heureuse ?

ScholaVie propose des programmes, des formations, des conférences, des ressources, des outils et des jeux éducatifs pour développer à l’école et en famille, un climat positif, les compétences de la résilience et du bien-être de l’enfant et de l’adolescent. Destinés à l’ensemb";"ScholaVie is an adventure, a wager, to believe that happiness at school is not taboo. Education is a child’s right; what if we went further and claimed the right to happy education?

Being happy at school and learning how to live a happy life, is both possible and necessary.

ScholaVie offers resources, tools and trainings, fitted if need be, to develop children or teenagers’ well-being and resilience at school or at home.";http://www.scholavie.fr;2016;Laure Reynaud, Ilona Boniwell;1-5;1;78200;IDF;uploads/logo/scholavie_logo.jpg;1;0;1;2018-02-16 15:25:18;;;;;;Laure Reynaud;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;Particuliers;Organismes de formation;;;Outils de gestion pour enseigner et former;;Formation à des compétences techniques;;;;Services pour publics à besoins éducatifs particuliers ;;;Scolaire & parascolaire;;;Contenus innovants;;;;;;;;;;;;;;Élèves du CP à la terminale;;;Établissement et professionnels de l'enseignement;Particuliers;;
247;Scoledge;"Scoledge est un outil de collaboration « zéro email » dédié à l'éducation.

Il permet aux administratifs, professeurs et étudiants de communiquer, partager et travailler ensemble au quotidien.";"Scoledge is a collaborative workspace for schools.

It helps teachers, staff and students working together everyday.";https://www.scoledge.com/;2015;Guillaume Nominé, Billy Shen;1-5;1;67100;GE;uploads/logo/scoledge_logo.jpg;1;0;1;2018-02-16 15:25:19;;;;;;https://www.linkedin.com/in/gnomine;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;;Outils de gestion pour enseigner et former;;;Formation académique;;;;;;;Enseignement Supérieur;;;;Solutions de distribution;;;Social media / outils de collaboration;;;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
248;Seekube;Nous organisons des Forums Virtuels de Recrutements pour étudiants et jeunes diplômés;We organize virtual career fair for students and young graduates;seekube.com;2013;Paul Cassarino;1-5;4;75019;IDF;uploads/logo/seekube_logo.jpg;1;1;0;2018-02-16 15:25:19;;;;http://facebook.com/Seekube/?ref=br_rs;;https://www.linkedin.com/in/cassarinopaul/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;;;;;;;;;Orientation et Insertion Professionnelle;Autres;;Enseignement Supérieur;;;;;;;;;Technologies de back / middle office, connections;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;;;;
250;Serious Factory;Serious Factory est éditeur de solutions pédagogiques innovantes pour la formation afin d’accompagner les entreprises dans la transformation de leurs pratiques managériales. Grâce à son expertise en ingénierie pédagogique et en Gamification, Serious Factory adresse l’ensemble d’un programme de formation efficace : acquisition de connaissances (Digital Learning, Serious Games...), acquisition de compétences (TP, simulateur comportemental…), mise à jour des contenus et suivi des compétences.;"Serious Factory, developer of immersive training simulators, helps companies transform their customer relationships and managerial practices. 
Serious Factory puts its educational engineering and gamification expertise to use, providing you with complete effective training programs. 
• Knowledge acquisition (Digital Learning modules, Serious Games, Blended-Learning etc.) 
• Skills acquisition (practical exercises, behavioural simulator etc.) 
• Content updates and daily skill monitoring.";http://www.seriousfactory.com/;2007;William Peres, Pierre Susset, Philippe Claulin, Christian Gayton;1-5;4;92150;IDF;uploads/logo/serious factory_logo.jpg;1;0;1;2018-02-16 15:25:20;;;;;;https://www.linkedin.com/in/guillaume-ruzzu-003b6a3a?trk=nav_responsive_tab_profile;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;Formation académique;;;Services pour publics à besoins éducatifs particuliers ;;;;Enseignement Supérieur;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;;Adaptive learning;;;;;;;Réalite virtuelle / augmentée;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;Individus en emploi;
251;Seven Shapes;La start-up créée et édite la 7-Shapes School, qui permet aux entreprises et établissements de l’enseignement supérieur de former leurs apprenants au Lean Management dans des écosystèmes divers (industrie, service, logistique, bâtiment…). Seven Shapes délivre également des formations visant à aider ses clients formateurs à inclure le jeu dans leur propre parcours de formation.;"The Seven Shapes startup create and provide digital tools for companies (little, medium & large) about Lean Management and smart industries subjects.

Seven Shapes also propose consulting and trainings about the same subjects.";http://www.7-shapes.com;2017;Julien Charles, Frédérique Doumic, Kevin Pedatte, Frederic Tan, Maxime Hoareau, Jules Radisson & Elora Berger;6—10;2;16000;NA;uploads/logo/1539789843.png;0;0;1;2018-02-16 15:25:20;b2uFqlKejVM;0;France;https://www.facebook.com/sevenshapes.7S/;https://twitter.com/sevenshapes_7S?lang=fr;https://www.linkedin.com/company/seven-shapes/;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;;;Autres;;;Formation à des compétences techniques;Formation académique;;;;;;;;Formation tout au long de la vie;;Serious game / learning apps;;;;;;;Blended learning;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;Individus en emploi;Individus en reconversion ou sans emploi
252;Shortways;"Shortways est une solution de ""Just-in-Time Learning"" qui forme et accompagne les utilisateurs directement dans leurs logiciels métier (ERP, CRM, SIRH...). Elle affiche les informations sur les données à saisir (premiers pas, guide utilisateurs, supports de formations, procédures, supports métiers ...) et peut guider interactivement les utilisateurs, directement dans leurs écrans.";"Shortways is a ""Just-in-Time Learning"" solution that train and support users by providing learning content embedded with business applications (CRM, ERP, HCM, etc.). In a click employees have access to information, directly in their application: microlearning, PowerPoint slides, image, textual definitions, procedures, etc. Shortways can embed any training content and adapt it according to your users’ needs. ";http://shortways.com;2011;Toan Nguyen;1-5;2;53000;CVDL;uploads/logo/shortways_logo.jpg;1;0;1;2018-02-16 15:25:20;;;;;;https://fr.linkedin.com/in/emilie-belliot-a616958b;Start-up/PME;;Start-up/PME;;;Entreprises;;;;;;Formation à des compétences numériques;;;;;;;;;;Formation tout au long de la vie;;;Solutions de distribution;;;;;;;Supports / équipements;;;;;;;;;;Individus en emploi;
253;Simplon.co;Simplon.co est une entreprise sociale (labellisée ESUS) créée en 2013 dont le coeur d’activité est un ensemble de formations intensives et gratuites au développement de sites internet et d'applications web/mobile, prioritairement ouvertes à des profils à fort potentiel peu représentés dans le secteur du numérique (non-diplômés, demandeurs d'emploi, personnes originaires de quartiers populaires ou de zones rurales, femmes).;"Simplon.co is an intensive (6 months) bootcamp training people to web programming and to digital social entrepreneurship in Montreuil, next to Paris. 
Simplon.co is primarily open to high-potential profiles from diverse backgrounds, working-class areas, girls, project owners of social/educational start-ups.

Simplon.co has already got results and replicated its free model in France and other countries.";http://simplon.co;2013;Frédéric Bardeau;1-5;5;93100;IDF;uploads/logo/simplon-logo.png;1;0;0;2018-02-16 15:25:20;Ye8JqmnEDLo;1;France , Italie , Liban , Sénégal , Espagne;;https://twitter.com/simplonco;;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;;;;Formation à des compétences numériques;;;;;;;;;;Formation tout au long de la vie;;;;;Learning Management System / CMS;;;Technologies de back / middle office, connections;;;;;;;;;;;;Individus en emploi;Individus en reconversion ou sans emploi
254;Skilleos;Skilleos est une plateforme de cours en ligne vidéo s'adressant aux particuliers comme aux professionnels. Plus de 100 cours autour de thématiques variées comme la Photographie, le Yoga, le Développement Web, Excel, Photoshop, la Couture, le Développement personnel et beaucoup d'autres permettre à chacun de découvrir ou d'approfondir à son rythme ses sujets préférés en vidéos. Que ce soit pour enrichir son CV ou assouvir sa curiosité, toutes les raisons sont bonnes pour apprendre !;"Skilleos is an elearning platform offering online video courses to individuals and professionnals. More than 100 video courses are covering a wide range of topics such as Photography, Yoga, Web Developement, Excel, Photoshop, Sewing, Self-development and many more. 

Our goal : give everyone the tools they need to discover or deepen step by step all their favorite topics. Whether it  is to enhance one’s resume or to fulfill one’s curiosity, every reason is a good one when it comes to learning !";http://www.skilleos.com;2014;Cyril Seghers, Kévin Boittin;1-5;2;75009;IDF;uploads/logo/skilleos_logo.jpg;1;0;0;2018-02-16 15:25:21;;;;;;;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;Formation à des compétences numériques;Formation à des compétences techniques;;;Activités extra-scolaires et développement personnel;Services pour publics à besoins éducatifs particuliers ;;;;;Formation tout au long de la vie;;;Solutions de distribution;;;;;;;;;;;;;;;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
255;Skillogs;La Société a pour objet, en France et à l'étranger le développement d’applications éducatives pour les nouvelles technologies d’information et de communication. Skillogs développe Acarya, un tuteur personnel intelligent (navigateur et application mobile)  qui convertit les capacités individuelles des élèves en réussite scolaireHéritier de Deep Blue et Siri, Acarya est un mentor tout au long de la vie, il enseigne, réalise le suivi et la validation de tous les apprentissages.;The aim of the startup is to develop educational applications for ICT in France and abroad. Skillogs develops Acarya, a personal tutor that converts individual abilities into student success, at low cost. The child of Deep Blue and Siri, Acarya will eventually become a lifelong mentor, teaching, tracking and validating all formal, informal and non-formal learning throughout students’ life.;skillogs.com;2016;Raphael Moraglia, Sébastien Duplessy,;6-10;2;75008;IDF;uploads/logo/skillogs_logo.jpg;1;0;1;2018-02-16 15:25:21;https://www.youtube.com/watch?v=2UNZNRahxqc&t=13s;;France;https://www.facebook.com/acaryaSkillogs/;https://twitter.com/SkillogsAcarya;https://www.linkedin.com/in/raphael-moraglia;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;;;Outils de gestion pour enseigner et former;;;;Services aux familles et étudiants;;;;;Scolaire & parascolaire;;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;;Adaptive learning;;;;;;;;;;;Élèves du CP à la terminale;Étudiants;Apprentis et étudiants en voie professionnelle;;;;
256;Skilvioo;"Une entreprise à vocation sociétale qui accompagne les organisations dans le développement et la valorisation de la démarche compétence.

L'application Skilvioo permet aux organismes de formation de développer l'innovation pédagogique par les compétences.";"A social-impact oriented company which helps organizations in the development and the valuation of the ""Skill-based approach"".

The Skilvioo application allows the education institutions to develop pedagogic innovation through skill-oriented methodologies. ";http://www.skilvioo.com;2012;Christophe Allois, Stéphane Thivin;11 — 20;3;69003;ARA;uploads/logo/skilvioo_logo.jpg;1;0;0;2018-02-16 15:25:21;;0;;;; https://www.linkedin.com/company/skilvioo;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;Organismes de formation;;;Outils de gestion pour enseigner et former;;;;;;;;;;;Formation tout au long de la vie;;;;;;;Plateforme d'agrégation et distribution de services;Technologies de back / middle office, connections;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
257;Slim Cricket;"Slim Cricket développe et publie des jeux éducatifs pour enfants sur tablettes et smartphones.

Avec plus 1.5 Millions de téléchargements, son catalogue de 12 applications remporte un fort succès dans le monde entier (moyenne des notes utilisateurs de 4.5/5)

Son histoire interactive ""La petite sorcière à l'école"" a été élue meilleure application pour enfants par Apple en 2013.

Nous proposons également nos services pour développer votre propre application : développement, animation, dessin, ...";"Slim Cricket develops and publishs educational games for kids on tablets and smartphones.

With more than 1.5 millions of downloads, its portfolio of 12 applications is a great worldwide success (average users ratings : 4.5/5)

Its interactive story ""The Little Witch at School"" has been featured as the best application for kids by Apple in 2013

We also offer our services to create your own application : development, animation, drawing, modeling, writing...";http://www.slimcricket.com;2011;Yannick Geffroy, Stéphane Pothieux, Sandrine Hervé, Frédéric Taquet;1-5;1;69003;ARA;uploads/logo/slim cricket_logo.jpg;0;0;1;2018-02-16 15:25:21;;;;;;https://www.linkedin.com/in/yannick-geffroy-48b31b5;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;;;;Services aux familles et étudiants;;;;;Scolaire & parascolaire;;;Contenus innovants;Serious game / learning apps;;;;;;;;;Réalite virtuelle / augmentée;;;Élèves de maternelle;;;;;Particuliers;;
259;SOLUNEA;"Solunea intègre durablement la formation digitale dans votre stratégie, indépendamment de votre taille ou de votre secteur d’activité.
Notre équipe d’experts totalise plusieurs dizaines d’années d’expérience dans la mise en œuvre de la pédagogie digitale et possède une méthodologie de travail reconnue en matière e-learning.
En tant qu'éditeur , nos experts ont imaginé des solutions cloud innovantes vous permettant de générer et diffuser des modules elearning sur-mesure en quelques minutes.";"Solunea is a major e-learning content training company.
We provide services related to content creation (pedagogical consulting, content development, AICC / xAPI / SCORM compliance…
Solunea has designed innovative cloud solutions to generate your own custom training content in just a few minutes.";http://www.solunea.fr;2006;Yann Lescurat;1-5;3;30900;OCC;uploads/logo/solunea_logo.jpg;0;0;0;2018-02-16 15:25:22;;;;;;https://fr.linkedin.com/in/yann-lescurat-a532981;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;;;Outils de gestion pour enseigner et former;;;;;;;;;;;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;Solutions de distribution;Adaptive learning;Learning Management System / CMS;;;;;;;;;;;;;;;Individus en emploi;Individus en reconversion ou sans emploi
260;SPARTED;SPARTED est une startup innovante et disruptive qui propose aux entreprises une plateforme dédiée et personnalisée de micro-learning sur mobile pour former et engager leurs collaborateurs par le jeu. SPARTED transforme les collaborateurs en apprenants quotidiens !;SPARTED is an innovative and disruptive startup that offers companies a dedicated and personalized mobile micro-learning plateforme to train and engage your employees through games. SPARTED turns employees into daily learners !;sparted.com;2014;Matthieu Le Vavasseur;21-40;4;75016;IDF;uploads/logo/sparted_logo.jpg;0;1;1;2018-02-16 15:25:22;;;;http://www.facebook.com/sparted/;https://twitter.com/getSPARTED;;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;Contenus innovants;Serious game / learning apps;;;;;;Technologies de back / middle office, connections;;;;;;;;;;;;Individus en emploi;
261;SPEACHME;"Speachme est une plateforme web permettant de créer et diffuser des contenus en ligne sous forme de capsules de savoirs : les Speachs.
Le Speach, ou « capsule de savoirs », contraction de Speech et de Teach, est un format de transmission des savoirs structuré en courtes séquences créées directement par les «sachants».";Speachme is a micro-learning and peer-to-peer skills and knowledge transfer platform. We empower employees and contractors to create brief and intuitive “knowledge capsules”, short bursts of interactive visual content that can be created by anyone within minutes in order to quickly transfer technical skills to their peers and direct-reports across multiple work locations.;http://speach.me;2012;Najette Fellache;1-5;4;44200;PDLL;uploads/logo/speachme_logo.jpg;1;0;1;2018-02-16 15:25:22;;;;;;https://www.linkedin.com/company/3512994?trk=prof-0-ovw-curr_pos;Start-up/PME;;Start-up/PME;;;Entreprises;;Organismes de formation;;;Outils de gestion pour enseigner et former;Formation à des compétences numériques;;;;;;;;;;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;Learning Management System / CMS;;;;Blended learning;;;;;;;;Apprentis et étudiants en voie professionnelle;;;Individus en emploi;Individus en reconversion ou sans emploi
262;Speaken;L'application Speaken propose aux utilisateurs de discuter quotidiennement avec des natifs anglophones via un live chat. Le but est d'améliorer son niveau d'anglais rapidement tout en pratiquant.;"Speaken is the best way to practice English.

You can now immediately connect with English native Tutors available on-demand through live video chat on your smartphone.

We are a new French start up, all passionate by the idea of changing the way in which the world learns languages. 

We are all convinced that the best way to learn a language is to speak as much as possible, anywhere and with anyone.

Join Speaken now and help change the future of education";speaken.com;2016;Olivier Croce, Jeremy Marc, Pierre Josseaux;1-5;1;75000;IDF;uploads/logo/speaken_logo.jpg;1;0;1;2018-02-16 15:25:23;;;;;;https://www.linkedin.com/in/oliviercroce;Start-up/PME;;Start-up/PME;;;Entreprises;Particuliers;;;;;;Formation à des compétences techniques;;;;;;;;;Formation tout au long de la vie;;Serious game / learning apps;;;;;;;;;;;;;;Étudiants;Apprentis et étudiants en voie professionnelle;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
263;SpeakPlus;SpeakPlus est un fournisseur de services d’apprentissage de langues et une place de marché dédiée à l’apprentissage à distance des langues étrangères avec des coachs natifs grâceà notre propre technologie de visioconférence enrichie.;SpeakPlus is a language training service provider and a marketplace dedicated to language distance learning with native coaches through our enhanced video conference technology.;business.speakplus.fr;2014;Ciro Jaen Paniza, Bertrand Gutty, Xavier Barry;1-5;2;69100;ARA;uploads/logo/speakplus_logo.jpg;1;0;1;2018-02-16 15:25:23;;;;;;https://www.linkedin.com/company/speakplus;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;Particuliers;Organismes de formation;Services publics ou associations;;;;Formation à des compétences techniques;;;;Services pour publics à besoins éducatifs particuliers ;;;;;Formation tout au long de la vie;;;Solutions de distribution;;;;Plateforme d'agrégation et distribution de services;;Blended learning;;;;;;;Étudiants;;;Particuliers;Individus en emploi;Individus en reconversion ou sans emploi
264;Speecheo;"Que reste-t-il de votre dernière prise de notes en cours, en conférence ou devant une vidéo ? Ne peut-on proposer mieux comme archive d’un passage de savoir ?

Speecheo créé pour Pc et mobiles facilite les interactions, la capture d’un cours et sa révision, en classe et en dehors.

Quant aux enseignants, ils peuvent savoir que 15 étudiants n’ont pas compris la 22e minute par exemple, et ainsi s’améliorer tout autant que réaliser simplement un suivi personnalisé.";"Taking notes is hard, not trying to capture is a bad idea… And if you teach, you’ll need to help learners remembering easily your info. 

So if you use Speecheo, your audience can comment and capture any moment in 2 clicks. So when they go back later, all the contents they need are in one place and synchronized.

Among the learning experience, Speecheo gives to teachers the way to know at what moment their learners were interested or lost.";https://www.speecheo.com/;2014;Morgan Rosemberg, Damien Chaillou, Lead Dev Jose Jacinto, Advisor Raphael Harmel;1 — 5;1;75004;IDF;uploads/logo/speecheo_logo.jpg;1;0;1;2018-02-16 15:25:23;;0;;;;https://fr.linkedin.com/in/morganrosemberg;Start-up/PME;;Start-up/PME;;Enseignants & établissements;;;Organismes de formation;;;Outils de gestion pour enseigner et former;;;;;;;;;;;Formation tout au long de la vie;Contenus innovants;;Solutions de distribution;;;Social media / outils de collaboration;;;Blended learning;;;;;;;Étudiants;;Établissement et professionnels de l'enseignement;;;
265;Speedernet;"Speedernet c'est une agence qui ébouriffe le Digital Learning. Studio créatif nous réalisons les contenus de nos clients. Agence innovante, nous proposons deux solutions logicielles uniques.
Sphere : une solution auteur - zero code - de Réalité Virtuelle, pour des contenus immersifs et interactifs.
Kino : une application de mobile learning pour faire de vos collaborateurs des créateurs de connaissances.";"Speedernet is an agency that turns Digital Learning upside down. As a Creative Studio we produce the contents for our customer. In an eternal search for innovation, we propose two unique solutions:
Sphere: a Virtual Reality authoring tool  to create immersive and interactive experiences.
Kino: a mobile learning application to turn your collaborators into creators of short and interactive knowledge videos";speedernet.fr;2000;Nicolas Lozancic;1-5;4;69009;ARA;uploads/logo/speedernet_logo.jpg;0;1;1;2018-02-16 15:25:23;;;;https://www.facebook.com/speedernet.elearning?fref=ts;https://twitter.com/Speedernet_Fr;@LozancicNicolas;Start-up/PME;;Start-up/PME;;Enseignants & établissements;Entreprises;;Organismes de formation;Services publics ou associations;;Outils de gestion pour enseigner et former;;;;;;;;Autres;;;Formation tout au long de la vie;;;;;;;;;;;Réalite virtuelle / augmentée;;Autres;;;Étudiants;Apprentis et étudiants en voie professionnelle;Établissement et professionnels de l'enseignement;;;
266;storyplayr;storyplayr est une bibliothèque numérique d'albums jeunesse destinée aux familles, médiathèques et écoles.;storyplayr is a digital library of ebooks for kids available by subscription for families, libraries and schools.;http://www.storyplayr.com;2013;Thomas Salomon, Edouard Morhange;1-5;1;75013;IDF;uploads/logo/storyplayr_logo.jpg;0;0;1;2018-02-16 15:25:24;;;;;;Thomas Salomon;Start-up/PME;;Start-up/PME;;;;;;;Autres;;;;;;;;;Autres;Scolaire & parascolaire;;;Contenus innovants;;;;;;;;;;;;;Élèves de maternelle;Élèves du CP à la terminale;;;;;;
